customer_id,age,gender,annual_income,spending_score
D410Ea53-6661-42A9-Ad3A-F554B05Fd2A7,30,Male,151479,89
1770B26F-493F-46B6-837F-4237Fb5A314E,58,Female,185088,95
E81Aa8Eb-1767-4B77-87Ce-1620Dc732C5E,62,Female,70912,76
9795712A-Ad19-47Bf-8886-4F997D6046E3,23,Male,55460,57
64139426-2226-4Cd6-Bf09-91Bce4B4Db5E,24,Male,153752,76
7E211337-E92F-4140-8231-5C9Ac7A2Aa12,42,Male,158335,40
30661D57-Eeb5-4886-970A-9C7D0F260Ad8,27,Female,163501,37
43417Ade-6B17-431E-Ae76-D8Ed26Aa46Ac,24,Male,70476,17
86F73B1A-6A91-4D7E-Ad21-0Aefcf6111Cc,83,Male,47743,34
B20Fe0A0-E254-4116-B804-5403Bb2F59Ea,62,Female,63448,3
49Ba3E9D-A590-4303-B443-E794D0364C11,37,Male,170566,75
4Be5F5B0-83F6-4Bd2-9056-18A8D5414066,63,Female,89355,80
Eb0E4Ebc-Fcc1-424F-B083-81987583Ecc6,25,Male,87576,17
Caa4Ad5A-51B2-4Af1-91Cb-E2802F620239,32,Female,159892,96
0C9D0E0D-A601-488C-9F3F-F036F2Bdb536,51,Female,135079,87
Dc35A079-C3Db-44F4-8612-D0Af9Daea414,64,Female,32869,81
B43F995C-C9Ab-4C58-8F71-949De233Ac71,19,Male,198682,82
51D7Be3E-84C9-464A-85E8-0A95B568D90E,89,Male,38708,97
8Bbbdbbe-7F8A-4C9C-Afed-F6969F49E9Ac,65,Male,87270,3
Baa61Fc0-4A1F-4210-916B-669D1Ec44Dbd,26,Male,45518,12
05948202-E483-482A-9C02-6A655498002B,21,Male,199879,49
6D6D557D-41C3-4992-9Ef3-F7D113C78649,70,Male,163828,36
Dd6223B5-5Aae-468B-B936-618B513D4E70,24,Male,109188,6
9C702610-D6Ce-48Fe-9857-9E295E161Ceb,39,Female,48212,36
1Fd446A8-109C-4314-92A2-A1E731923744,61,Male,141596,45
65348B4F-9170-4Edc-B035-Cc484416Face,19,Female,192492,57
C2Fd4929-Fc3E-423A-8Dd9-1Fb239Ef4De6,79,Male,109550,7
Eb6D1Dfc-5B3A-4Ade-8521-71Db4659Ad13,61,Female,38132,15
896Aef6F-4Dc1-4B4A-8805-68Ced6971458,73,Female,170959,55
5963Ff82-B2De-453F-Bffe-4Fed059E18Ae,58,Male,80731,23
E8Db83F2-90Bf-410E-Bd1A-7C9Ee14Ca32B,90,Female,123085,25
59052529-9A68-4936-93Db-43Cc1D541E84,39,Female,135748,95
767F9Ffd-7211-4045-A1D0-F700220928Dc,35,Female,71372,52
Ace9492B-Bf39-47Eb-8F28-6F85B9Cc8973,79,Male,164259,96
Cfe0Eb40-4892-47Fd-Ac84-29Dbd15F7Bd4,57,Female,105742,7
C5E56Dd8-5A20-4Bd9-Bbc0-97C380553084,76,Male,189412,87
96892D38-Cadf-4409-83D8-1B7A3B37B05A,40,Male,64309,62
068B3Da4-216A-4157-9474-929A1A10Cb6D,82,Female,84966,66
Daf07560-6A2E-47Af-9C4B-66A63B93Ac34,84,Female,35701,5
B818A1F8-Fdff-41A3-B1Ca-De3Faee17F81,56,Female,43376,52
Ea4A4765-11A6-433E-8016-110Bc0Bc5Ed5,21,Female,118137,43
D5E8Bfcc-51E1-44B2-A59D-9174D10Efb97,55,Male,77165,86
D29643F1-551E-4353-A560-Cf4E6797E003,24,Male,119922,80
3E260C72-5788-4641-8Dad-9Cc7A4Eaafef,45,Male,82425,39
F67D66E3-9403-4D69-Aee7-4A75C2A92E4D,28,Male,149778,15
7C3297D0-408B-4E5E-9C4C-Abc9816Af35A,67,Female,129484,80
01552F1A-7600-4641-Bed4-8E255B8C61D3,69,Female,73479,77
A6Fac89E-E7A4-482D-9Bb6-D32Cd2Abc346,26,Female,81259,29
B6E3Dfc4-1A49-4424-A0D9-D0F796002933,45,Male,147126,1
10A2A14C-Cebf-410D-81Dc-C333101B5E6E,39,Female,44774,12
8E6A7Fa3-Bf7D-47Dd-9E50-E3E7133Fc39C,27,Female,198647,25
68969A5D-975C-4A8A-A357-1Ce87Ab24459,58,Female,85181,16
92390E01-1Df1-4643-B044-546283Ae7773,46,Male,87741,3
7Cb46Cd5-4Ba6-4177-9D34-Ceda14Ed832E,45,Female,137494,68
579B69Ca-A392-45Fa-9C5A-25284B10720C,63,Female,56531,2
38Cb6A10-0Af1-4505-B3Df-0F8Ff3A4E4D3,36,Male,63564,23
04C9Da15-A924-4Beb-Bcb3-3F2E3F6Fcee5,25,Female,198265,29
Acb1F373-6D7C-46D8-8D72-7E5Bf1Ee9921,62,Male,22655,39
9A359E4F-973C-4F8A-91Dd-Eb930Fddedc8,36,Male,125614,35
0A9Ca7D8-91F4-4189-A959-E8D5Fde13881,48,Female,170509,54
3Df8F77F-B527-4F3B-A2Cf-B163Ff5965D9,50,Female,101081,32
Accc810B-E7E1-44Dc-80Bd-98E82Bef02D1,48,Female,45667,95
Cb05E681-1286-4F97-8E7D-2C9B67778936,49,Female,189732,2
7A9D06B3-26Cd-4B0C-Aba5-3Bb0D0B93C2A,80,Female,30718,49
C6Ee3F30-4F9A-4125-8Ba4-C6234E046Dfb,33,Female,134933,90
4D4Ce6Bb-Da34-4F9C-8F1B-4C05Bfe5Fcaf,21,Male,55978,34
97673Bb1-E729-47B7-Baad-905D6265D941,38,Female,36650,91
E426Ab28-977D-4660-95Ab-2B387D478Cc0,83,Female,173558,53
085E5698-1F05-46Dc-B758-61A28Ef4Dac3,54,Female,29187,61
7897Bafe-61Af-4Fdb-B71E-Adc2127Aadf8,81,Female,188612,45
Bd38959A-71Ba-4D38-8A52-3C23Ffcf5Cdd,44,Male,101492,55
D240E1A0-B50C-4Bbe-8387-3C6082D42F20,23,Male,169008,31
7D14Cebc-4Aed-430E-Ae8A-6415Fde6E4E6,39,Female,145660,81
32Cc9D1D-1Db3-40F2-9A29-06F8B37D0463,75,Female,118063,35
4729Da16-D88D-4476-949D-404F5F54Adb3,19,Female,95891,93
80D67524-2Ba0-468A-Afaa-5Cbfaa28A8A2,24,Male,154402,79
2Ddd5825-E37E-48Bd-Af2D-5E31C9955021,44,Female,112848,14
2260C459-3B7C-443C-A31D-088405B7F09C,55,Female,127451,31
52C8Dde3-1956-411A-A010-C879Dadab6Fb,60,Male,98827,27
3A626479-8B72-4500-A12D-97Bb7D76E0E6,33,Male,67969,27
601Dddb0-0511-48C1-8E91-0Dde69040557,52,Female,60785,9
50Bbe6C3-4D3A-49Ae-A529-4B94492Fbe8B,72,Female,66416,53
4679Dd26-2Bc4-4874-8D90-A262B803Daed,72,Male,152544,59
767Bc943-Ceae-4Dd2-Bad9-3Fd9C89D7Db0,72,Female,35507,72
72292647-1690-41D9-A387-4B21980006Fc,68,Male,167873,24
D949C615-603E-4342-9D11-8Fe87Ee9C88B,65,Male,23002,32
Af160348-4B39-4B4E-984C-8C078E995F5D,81,Female,111464,34
9E5E3Cf5-07C0-435D-B0F3-Fbe03Cf91807,64,Female,120469,20
65Db8631-0F2B-4E2C-Ad67-Be996981Bcbf,76,Male,85934,48
385017D0-A567-45Ce-8528-28C8B8804112,30,Female,99419,4
71A58421-E129-420E-85Cf-9292C4D2F309,68,Female,194339,35
4F8704B7-Eec8-4298-8Db8-647C635Bd27C,70,Male,187033,14
65F74905-788E-4B8E-B2Ba-70B6Ab52Fea1,57,Male,164879,9
8050F9Eb-D0A0-4389-8081-65Ae272944B4,90,Female,34276,98
835B35A2-E838-401A-86Fe-85C3C181Bbb6,65,Male,97470,67
B75Fb976-3C52-4Fd2-9A94-3A2D85D70A82,36,Female,142836,40
690E0568-49A9-475F-Aa19-567B98F977Bc,72,Female,62084,59
F4021Ca8-B350-4D8B-9293-B2Cf386Bc0Cd,61,Male,166752,93
C66Bcf0C-Db9A-4201-8B7D-5C445E585B1D,46,Male,43269,54
F620A5E6-Ee46-4404-9D96-603Bbd1Fc6E6,68,Male,114111,42
0Ced3471-Db47-4B19-9723-E8333B091F98,31,Female,75683,65
B72A56Cb-3430-4F05-9F46-6E0A2947Bad4,51,Male,196283,31
35Ec8343-Eb43-4Faa-Af75-7A731381D1Ee,37,Female,132793,22
E9798111-9781-437A-A9B9-232Fe9055216,25,Male,141598,63
3E51E22E-E3Ae-42Dd-A4F9-D771C07676Ab,30,Male,195148,27
716588B1-F862-4C02-A2Cf-115Cd43F654C,21,Female,175112,33
33577556-D045-41A0-9565-7F0F37A39727,65,Male,81473,10
D41Eea9A-569D-42Fb-94B1-D4551204C936,21,Male,172147,80
90B18Bf2-2413-4212-8934-E67Ffc233192,22,Female,106474,74
8Ec74F4E-2836-4605-Bf4E-0Be43Ad7976F,70,Female,198254,13
101Fd379-Ff5C-4Ec0-8Cba-F8A9Fc0F42De,71,Male,148746,13
5Ddc5Df7-2656-4Cc8-A95E-A0618D7Cb8E6,27,Female,40263,77
3D95829F-3D62-4Ee6-A67F-D6Efe7029686,21,Female,115816,55
36Fd3A7F-6226-4D3B-Baf5-E39833D9782B,53,Male,149880,32
15Ce7Dc4-22Bf-40Cc-B575-9Ec4Fbe27Dd9,51,Female,88029,84
F17D239D-6A67-4B77-9Fd3-5377Ea88C142,49,Female,193839,43
958Eaa2C-0C0B-46Fd-A085-B29Ce9D5D8E6,56,Female,54564,18
81Dfd08E-32F2-40A4-95B4-A406726D0Dd4,55,Male,134714,96
83C5Dafc-Dd2F-4622-9748-23Aefb000A38,84,Male,187596,44
A81643C1-Eaf7-4B97-9952-F6Cc0881F37C,38,Male,129717,71
85A5Ff51-Fe9E-4518-9Fb2-11B86Df7D52E,46,Female,48265,62
26852B46-Dbfa-46F9-8D06-1B568551868E,27,Male,179234,97
Af9762Ae-Ed8E-4Aa0-B32C-922D500B4Cf1,53,Female,156298,35
2Cb233A0-5916-49E0-800D-01869340347D,65,Male,156022,49
2Bcc1223-2182-4117-Ba07-1E3Aa9D9B4Bd,22,Male,158363,83
6Abe4Dbc-1B70-4A8F-B0B1-7D1Bff27Fc65,23,Female,114512,25
0947Cfd7-72D1-456A-8524-947Bf653Fa57,18,Female,96397,64
Ee9Dbbc6-B790-4C28-A8B3-07272787B57D,44,Female,171517,76
90F1Ac1F-07E1-4817-Bfde-7E5F23F3E17E,38,Female,181538,68
Ea1Cdcc7-425D-4679-83B5-25B8332B5E6A,54,Male,47403,42
A04D4663-Eb9D-4Fae-Bab1-2549C7E02Be9,88,Female,167725,51
Ee835638-95D5-4Dd0-A912-227Ec001Ef06,24,Female,185297,95
075Acc31-0041-4Ea2-8917-13A924Da66E7,70,Male,160196,34
D13D7964-0D0D-4Be0-Bb64-6F213F921579,42,Female,117940,82
2B971Aba-879B-431A-8C60-Df636Ad45731,74,Male,190938,65
333C0B32-E155-4D2A-Abc5-041Ec4D25A9C,22,Female,138220,20
3874580E-E7Bd-4E60-Bb68-C5110A04Bd8C,78,Male,94764,75
9Dfe38E0-581D-458F-Bbd3-7B2D98865728,44,Female,83991,1
Ad19C628-Fe46-4Ba6-9182-Ad6278513Ec6,70,Male,82642,56
E010B10D-8Ed9-41Af-Bd30-05De2C0C6Fe4,58,Female,123333,91
Dd8Ea81B-09A8-434F-A9Cb-B0C4Baf6F248,38,Male,70435,24
5F64Caae-Cb02-41A9-A648-273E0Ed6D7Fd,88,Male,189093,50
1Ecc4Ca8-45F0-459E-A911-Dae3227D2B0F,33,Female,177848,29
F50F86F2-79C0-45Bd-9759-Ff8154A7Ccc3,59,Female,96744,97
65F4810E-A2C3-4B7C-Ab9E-00E6A91Ff435,72,Female,83218,32
052A6B92-7855-45D9-8903-5C9D69D6903B,27,Male,39027,29
40F78C97-8537-4B3F-87D8-796Bcbced99F,35,Female,139195,33
C225Df9D-D2Fc-4E1D-8328-894Dac5471E1,37,Female,144020,45
D93D2A18-C9E8-42Ed-A97C-84912B1B0Efd,44,Female,186527,6
4884Ace5-Bbb8-4502-96E0-Be564083Da60,29,Male,48177,53
60Fddc74-977B-4D01-8805-9E859748Fdc3,58,Female,139447,35
Fc971Eb9-F7Bf-46Cd-9E83-6D1637D15Ccb,39,Female,119071,3
E7D7Ac8F-87C4-444C-9118-04D957987B53,33,Male,181795,1
7B60Bfe9-99D7-4355-94Fc-0A424055Eb05,65,Female,150797,44
B8858575-B5D6-4F66-8293-7521077F6D92,52,Female,76398,31
0729Ee7A-444F-4C2E-9889-Fb725930Eb84,45,Female,58209,64
1C8Da0Fc-E147-4A54-8Ae7-B1Bdeb6Af340,82,Male,122425,46
Fcbc528B-9386-41Fb-A974-19A9643C7580,59,Female,46020,78
1F4Fb2C0-D8Ae-4D1C-90Ff-95A8E3Dae34D,34,Female,61463,72
30A4Fcce-B05F-4988-9D5E-0D580E9028D6,52,Male,29917,3
Dd714097-4205-4096-B6F8-D9822Acd3C04,59,Male,194285,47
F13A0Cc5-6Fb9-4882-Aef3-9Ccfa421B185,45,Female,96402,43
Edba12Eb-E908-42C4-81C7-B6770912C7Fd,29,Male,146297,82
9526A9Bd-1Ea4-4Aad-B4A7-Adfc5775Bf7A,83,Male,148435,71
A0Ab2029-178E-4Eed-A816-277Dd64035Fa,26,Male,111030,96
B5C458Ec-1D54-465A-B97B-A149D7F32106,79,Male,27136,48
46654E16-4363-43D7-B3A5-54120A7B27A2,49,Male,197608,33
61Ebc7D9-15C5-41Eb-Adfb-9B772D36Cbd4,19,Female,55184,32
Df11C432-C609-49B4-98D6-855Eab890208,48,Female,92981,70
0516205D-D816-4D8F-Ab9B-D41F1A560E1C,22,Male,40540,40
6557B342-6B66-4645-942F-B13F33F67E64,54,Male,88161,40
84140Ddb-54F1-4B31-B51D-4Aecb10B7Ac7,83,Male,165910,52
4Fcb4B02-1609-41E0-B9E3-C9468853E577,60,Male,167341,34
B7B6C61D-D600-4A63-89D4-157F2012C68E,78,Female,90847,77
F5712Da2-092B-4F52-Aed2-Bb93B9Fee5Ab,33,Female,35619,73
F9437183-0091-4F94-B9D5-5A97779B7E70,27,Female,41176,50
64883A2D-Bb3A-4A30-Bb76-47F28Ad095De,33,Female,120389,51
78883927-B348-4C79-932A-074Dbf6Af0F8,55,Male,74456,13
